Orthogroup	ARSEF_1520	ARSEF_1564	ARSEF_2597	ARSEF_2860	ARSEF_3097	ARSEF_4305	ARSEF_5078	ARSEF_8028
OG0005810	FUN_006845-T1	FUN_007697-T1	FUN_006295-T1	FUN_007308-T1	FUN_002447-T1	FUN_004356-T1	FUN_001542-T1	FUN_008728-T1
OG0005811	FUN_006846-T1	FUN_007696-T1	FUN_006296-T1	FUN_007307-T1	FUN_002448-T1	FUN_004357-T1	FUN_001543-T1	FUN_008729-T1
OG0005812	FUN_006847-T1	FUN_007695-T1	FUN_006297-T1	FUN_007306-T1	FUN_002449-T1	FUN_004358-T1	FUN_001544-T1	FUN_008730-T1
OG0005813	FUN_006848-T1	FUN_007694-T1	FUN_006298-T1	FUN_007305-T1	FUN_002450-T1	FUN_004359-T1	FUN_001545-T1	FUN_008731-T1
OG0005814	FUN_006850-T1	FUN_007692-T1	FUN_006299-T1	FUN_007303-T1	FUN_002452-T1	FUN_004361-T1	FUN_001546-T1	FUN_008732-T1
OG0005815	FUN_006853-T1	FUN_007688-T1	FUN_006302-T1	FUN_007300-T1	FUN_002456-T1	FUN_004364-T1	FUN_001548-T1	FUN_008734-T1
OG0005816	FUN_006854-T1	FUN_004245-T1	FUN_006303-T1	FUN_007299-T1	FUN_004742-T1	FUN_009669-T1	FUN_001549-T1	FUN_008735-T1
OG0005817	FUN_006856-T1	FUN_004243-T1	FUN_006305-T1	FUN_007297-T1	FUN_004740-T1	FUN_009667-T1	FUN_008935-T1	FUN_008736-T1
OG0005818	FUN_006857-T1	FUN_004242-T1	FUN_006306-T1	FUN_007296-T1	FUN_004739-T1	FUN_005142-T1	FUN_005551-T1	FUN_008737-T1
OG0005819	FUN_006858-T1	FUN_004241-T1	FUN_006307-T1	FUN_007295-T1	FUN_004738-T1	FUN_005141-T1	FUN_005552-T1	FUN_008738-T1
OG0005820	FUN_006859-T1	FUN_004240-T1	FUN_006308-T1	FUN_007294-T1	FUN_004737-T1	FUN_005140-T1	FUN_005553-T1	FUN_008739-T1
OG0005821	FUN_006861-T1	FUN_004238-T1	FUN_006310-T1	FUN_007292-T1	FUN_004735-T1	FUN_005138-T1	FUN_005554-T1	FUN_008741-T1
OG0005822	FUN_006862-T1	FUN_004237-T1	FUN_006311-T1	FUN_007291-T1	FUN_004733-T1	FUN_005137-T1	FUN_005555-T1	FUN_008742-T1
OG0005823	FUN_006863-T1	FUN_004236-T1	FUN_006312-T1	FUN_007290-T1	FUN_004732-T1	FUN_005136-T1	FUN_005556-T1	FUN_008743-T1
OG0005824	FUN_006865-T1	FUN_004234-T1	FUN_006314-T1	FUN_007288-T1	FUN_004730-T1	FUN_005134-T1	FUN_005558-T1	FUN_008745-T1
OG0005825	FUN_006866-T1	FUN_004233-T1	FUN_006315-T1	FUN_007287-T1	FUN_004729-T1	FUN_005133-T1	FUN_005559-T1	FUN_008746-T1
OG0005826	FUN_006867-T1	FUN_004232-T1	FUN_006316-T1	FUN_007286-T1	FUN_004728-T1	FUN_005132-T1	FUN_005560-T1	FUN_008747-T1
OG0005827	FUN_006868-T1	FUN_004231-T1	FUN_006317-T1	FUN_007285-T1	FUN_004727-T1	FUN_005131-T1	FUN_005561-T1	FUN_008748-T1
OG0005828	FUN_006869-T1	FUN_004230-T1	FUN_006318-T1	FUN_007284-T1	FUN_001943-T1	FUN_005130-T1	FUN_008137-T1	FUN_008749-T1
OG0005829	FUN_006870-T1	FUN_004229-T1	FUN_006319-T1	FUN_007283-T1	FUN_001944-T1	FUN_005129-T1	FUN_008138-T1	FUN_008750-T1
OG0005830	FUN_006871-T1	FUN_004228-T1	FUN_006320-T1	FUN_007282-T1	FUN_001945-T1	FUN_005128-T1	FUN_008139-T1	FUN_008751-T1
OG0005831	FUN_006872-T1	FUN_004227-T1	FUN_006321-T1	FUN_007281-T1	FUN_001946-T1	FUN_005127-T1	FUN_007398-T1	FUN_008752-T1
OG0005832	FUN_006873-T1	FUN_004226-T1	FUN_006322-T1	FUN_007280-T1	FUN_001947-T1	FUN_005126-T1	FUN_007397-T1	FUN_008753-T1
OG0005833	FUN_006874-T1	FUN_004225-T1	FUN_006323-T1	FUN_007279-T1	FUN_001948-T1	FUN_005125-T1	FUN_007396-T1	FUN_008754-T1
OG0005834	FUN_006876-T1	FUN_004224-T1	FUN_006324-T1	FUN_007278-T1	FUN_001949-T1	FUN_006267-T1	FUN_007395-T1	FUN_008755-T1
OG0005835	FUN_006879-T1	FUN_004221-T1	FUN_006326-T1	FUN_007276-T1	FUN_001951-T1	FUN_006269-T1	FUN_004481-T1	FUN_008757-T1
OG0005836	FUN_006880-T1	FUN_004220-T1	FUN_006327-T1	FUN_007275-T1	FUN_001952-T1	FUN_006270-T1	FUN_004480-T1	FUN_008758-T1
OG0005837	FUN_006881-T1	FUN_004219-T1	FUN_006328-T1	FUN_007274-T1	FUN_001953-T1	FUN_006272-T1	FUN_004478-T1	FUN_008759-T1
OG0005838	FUN_006883-T1	FUN_004217-T1	FUN_006330-T1	FUN_007271-T1	FUN_001956-T1	FUN_006274-T1	FUN_004476-T1	FUN_008761-T1
OG0005839	FUN_006884-T1	FUN_004216-T1	FUN_006331-T1	FUN_007270-T1	FUN_001957-T1	FUN_006275-T1	FUN_004475-T1	FUN_008762-T1
OG0005840	FUN_006885-T1	FUN_004215-T1	FUN_006332-T1	FUN_007269-T1	FUN_001958-T1	FUN_006276-T1	FUN_004474-T1	FUN_008763-T1
OG0005841	FUN_006886-T1	FUN_004214-T1	FUN_006333-T1	FUN_007268-T1	FUN_001959-T1	FUN_006277-T1	FUN_004473-T1	FUN_008764-T1
OG0005842	FUN_006887-T1	FUN_004213-T1	FUN_006334-T1	FUN_007267-T1	FUN_001960-T1	FUN_006278-T1	FUN_004472-T1	FUN_008765-T1
OG0005843	FUN_006891-T1	FUN_004209-T1	FUN_006338-T1	FUN_007264-T1	FUN_004904-T1	FUN_007228-T1	FUN_008951-T1	FUN_008769-T1
OG0005844	FUN_006893-T1	FUN_008027-T1	FUN_006340-T1	FUN_007262-T1	FUN_004902-T1	FUN_007230-T1	FUN_005590-T1	FUN_008771-T1
OG0005845	FUN_006894-T1	FUN_008028-T1	FUN_006341-T1	FUN_007261-T1	FUN_004901-T1	FUN_007231-T1	FUN_005589-T1	FUN_008772-T1
OG0005846	FUN_006896-T1	FUN_008030-T1	FUN_006343-T1	FUN_007259-T1	FUN_004899-T1	FUN_007233-T1	FUN_005588-T1	FUN_008774-T1
OG0005847	FUN_006897-T1	FUN_008031-T1	FUN_006344-T1	FUN_007258-T1	FUN_004898-T1	FUN_007234-T1	FUN_005587-T1	FUN_008775-T1
OG0005848	FUN_006898-T1	FUN_008032-T1	FUN_006345-T1	FUN_007257-T1	FUN_004897-T1	FUN_007235-T1	FUN_005586-T1	FUN_008776-T1
OG0005849	FUN_006900-T1	FUN_008034-T1	FUN_006347-T1	FUN_007255-T1	FUN_004895-T1	FUN_007237-T1	FUN_005585-T1	FUN_008778-T1
OG0005850	FUN_006901-T1	FUN_008035-T1	FUN_006348-T1	FUN_007254-T1	FUN_004894-T1	FUN_007238-T1	FUN_005584-T1	FUN_008779-T1
OG0005851	FUN_006902-T1	FUN_006426-T1	FUN_006349-T1	FUN_007253-T1	FUN_004564-T1	FUN_006894-T1	FUN_007401-T1	FUN_008780-T1
OG0005852	FUN_006903-T1	FUN_006425-T1	FUN_006350-T1	FUN_007252-T1	FUN_004563-T1	FUN_006893-T1	FUN_007400-T1	FUN_008781-T1
OG0005853	FUN_006904-T1	FUN_006424-T1	FUN_006352-T1	FUN_007251-T1	FUN_004562-T1	FUN_006892-T1	FUN_007399-T1	FUN_008782-T1
OG0005854	FUN_006906-T1	FUN_006421-T1	FUN_006354-T1	FUN_007249-T1	FUN_004561-T1	FUN_006889-T1	FUN_005961-T1	FUN_008784-T1
OG0005855	FUN_006907-T1	FUN_006420-T1	FUN_006355-T1	FUN_007248-T1	FUN_004560-T1	FUN_006888-T1	FUN_005960-T1	FUN_008785-T1
OG0005856	FUN_006908-T1	FUN_006419-T1	FUN_006356-T1	FUN_007247-T1	FUN_004559-T1	FUN_006887-T1	FUN_005959-T1	FUN_008786-T1
OG0005857	FUN_006910-T1	FUN_006417-T1	FUN_006358-T1	FUN_007245-T1	FUN_009338-T1	FUN_008227-T1	FUN_005957-T1	FUN_008788-T1
OG0005858	FUN_006911-T1	FUN_006416-T1	FUN_006359-T1	FUN_007244-T1	FUN_008401-T1	FUN_008226-T1	FUN_008123-T1	FUN_008789-T1
OG0005859	FUN_006912-T1	FUN_006415-T1	FUN_006360-T1	FUN_007243-T1	FUN_008402-T1	FUN_008225-T1	FUN_008124-T1	FUN_008790-T1
OG0005860	FUN_006913-T1	FUN_006414-T1	FUN_006361-T1	FUN_007242-T1	FUN_008403-T1	FUN_008224-T1	FUN_008125-T1	FUN_008791-T1
OG0005861	FUN_006914-T1	FUN_006413-T1	FUN_006362-T1	FUN_007241-T1	FUN_008726-T1	FUN_008223-T1	FUN_008551-T1	FUN_008792-T1
OG0005862	FUN_006916-T1	FUN_009178-T1	FUN_006365-T1	FUN_007240-T1	FUN_008946-T1	FUN_009782-T1	FUN_008752-T1	FUN_008794-T1
OG0005863	FUN_006917-T1	FUN_009179-T1	FUN_006366-T1	FUN_007239-T1	FUN_008945-T1	FUN_009781-T1	FUN_008753-T1	FUN_008795-T1
OG0005864	FUN_006920-T1	FUN_007090-T1	FUN_009620-T1	FUN_007236-T1	FUN_002857-T1	FUN_009791-T1	FUN_009483-T1	FUN_008798-T1
OG0005865	FUN_006922-T1	FUN_007092-T1	FUN_006367-T1	FUN_007234-T1	FUN_002859-T1	FUN_007252-T1	FUN_009539-T1	FUN_008800-T1
OG0005866	FUN_006923-T1	FUN_007093-T1	FUN_006368-T1	FUN_007233-T1	FUN_002860-T1	FUN_007253-T1	FUN_005159-T1	FUN_008801-T1
OG0005867	FUN_006924-T1	FUN_007094-T1	FUN_006369-T1	FUN_007232-T1	FUN_002861-T1	FUN_007254-T1	FUN_005158-T1	FUN_008802-T1
OG0005868	FUN_006925-T1	FUN_007095-T1	FUN_006370-T1	FUN_007231-T1	FUN_002862-T1	FUN_007255-T1	FUN_005157-T1	FUN_008803-T1
OG0005869	FUN_006926-T1	FUN_007096-T1	FUN_006371-T1	FUN_007230-T1	FUN_002863-T1	FUN_007256-T1	FUN_005156-T1	FUN_008804-T1
OG0005870	FUN_006927-T1	FUN_007097-T1	FUN_006372-T1	FUN_007229-T1	FUN_002864-T1	FUN_007257-T1	FUN_005155-T1	FUN_008805-T1
OG0005871	FUN_006928-T1	FUN_007098-T1	FUN_006373-T1	FUN_007228-T1	FUN_002865-T1	FUN_007258-T1	FUN_005154-T1	FUN_008806-T1
OG0005872	FUN_006929-T1	FUN_007099-T1	FUN_006374-T1	FUN_007227-T1	FUN_002866-T1	FUN_007259-T1	FUN_005153-T1	FUN_008807-T1
OG0005873	FUN_006930-T1	FUN_007100-T1	FUN_006375-T1	FUN_007226-T1	FUN_002867-T1	FUN_007260-T1	FUN_005152-T1	FUN_008808-T1
OG0005874	FUN_006931-T1	FUN_007101-T1	FUN_006376-T1	FUN_007225-T1	FUN_002868-T1	FUN_007261-T1	FUN_005151-T1	FUN_008809-T1
OG0005875	FUN_006932-T1	FUN_007102-T1	FUN_006378-T1	FUN_007792-T1	FUN_002870-T1	FUN_001987-T1	FUN_007939-T1	FUN_008811-T1
OG0005876	FUN_006933-T1	FUN_007103-T1	FUN_006379-T1	FUN_007791-T1	FUN_002871-T1	FUN_001986-T1	FUN_007940-T1	FUN_008812-T1
OG0005877	FUN_006934-T1	FUN_007104-T1	FUN_006380-T1	FUN_007790-T1	FUN_002872-T1	FUN_001985-T1	FUN_007941-T1	FUN_008813-T1
OG0005878	FUN_006937-T1	FUN_001342-T1	FUN_006382-T1	FUN_007787-T1	FUN_002396-T1	FUN_001983-T1	FUN_003605-T1	FUN_008815-T1
OG0005879	FUN_006938-T1	FUN_001341-T1	FUN_006383-T1	FUN_007786-T1	FUN_002397-T1	FUN_001982-T1	FUN_003606-T1	FUN_008816-T1
OG0005880	FUN_006939-T1	FUN_001340-T1	FUN_006384-T1	FUN_007785-T1	FUN_002398-T1	FUN_001981-T1	FUN_003607-T1	FUN_008817-T1
OG0005881	FUN_006941-T1	FUN_001338-T1	FUN_006385-T1	FUN_007783-T1	FUN_002401-T1	FUN_001979-T1	FUN_003609-T1	FUN_008818-T1
OG0005882	FUN_006942-T1	FUN_001337-T1	FUN_006386-T1	FUN_007782-T1	FUN_002400-T1	FUN_001978-T1	FUN_003610-T1	FUN_008819-T1
OG0005883	FUN_006945-T1	FUN_001335-T1	FUN_006388-T1	FUN_007779-T1	FUN_002404-T1	FUN_001975-T1	FUN_003612-T1	FUN_008821-T1
OG0005884	FUN_006946-T1	FUN_001334-T1	FUN_006389-T1	FUN_007778-T1	FUN_002405-T1	FUN_001973-T1	FUN_003613-T1	FUN_008822-T1
OG0005885	FUN_006947-T1	FUN_001333-T1	FUN_006390-T1	FUN_007777-T1	FUN_002406-T1	FUN_001972-T1	FUN_003614-T1	FUN_008823-T1
OG0005886	FUN_006948-T1	FUN_001332-T1	FUN_006391-T1	FUN_007776-T1	FUN_002407-T1	FUN_001971-T1	FUN_003615-T1	FUN_008824-T1
OG0005887	FUN_006949-T1	FUN_001331-T1	FUN_006392-T1	FUN_007775-T1	FUN_002408-T1	FUN_001970-T1	FUN_003616-T1	FUN_008825-T1
OG0005888	FUN_006950-T1	FUN_001330-T1	FUN_006393-T1	FUN_007774-T1	FUN_002409-T1	FUN_001969-T1	FUN_003617-T1	FUN_008826-T1
OG0005889	FUN_006951-T1	FUN_001329-T1	FUN_006394-T1	FUN_007773-T1	FUN_002410-T1	FUN_001968-T1	FUN_003618-T1	FUN_008827-T1
OG0005890	FUN_006952-T1	FUN_001328-T1	FUN_006395-T1	FUN_007772-T1	FUN_002411-T1	FUN_001967-T1	FUN_003619-T1	FUN_008828-T1
OG0005891	FUN_006953-T1	FUN_001327-T1	FUN_006396-T1	FUN_007771-T1	FUN_002412-T1	FUN_001966-T1	FUN_008254-T1	FUN_008829-T1
OG0005892	FUN_006954-T1	FUN_001326-T1	FUN_006397-T1	FUN_007770-T1	FUN_002413-T1	FUN_001965-T1	FUN_008253-T1	FUN_008830-T1
OG0005893	FUN_006955-T1	FUN_001325-T1	FUN_006398-T1	FUN_007769-T1	FUN_002414-T1	FUN_001964-T1	FUN_008252-T1	FUN_008831-T1
OG0005894	FUN_006956-T1	FUN_001324-T1	FUN_009660-T1	FUN_007767-T1	FUN_007841-T1	FUN_001962-T1	FUN_009319-T1	FUN_008833-T1
OG0005895	FUN_006957-T1	FUN_001323-T1	FUN_006399-T1	FUN_007766-T1	FUN_005036-T1	FUN_001961-T1	FUN_007364-T1	FUN_008834-T1
OG0005896	FUN_006958-T1	FUN_001322-T1	FUN_006400-T1	FUN_007765-T1	FUN_005037-T1	FUN_001960-T1	FUN_007365-T1	FUN_008835-T1
OG0005897	FUN_006959-T1	FUN_001321-T1	FUN_006401-T1	FUN_007764-T1	FUN_005038-T1	FUN_001959-T1	FUN_007366-T1	FUN_008836-T1
OG0005898	FUN_006960-T1	FUN_001320-T1	FUN_006402-T1	FUN_007763-T1	FUN_005039-T1	FUN_001958-T1	FUN_007367-T1	FUN_008837-T1
OG0005899	FUN_006961-T1	FUN_001319-T1	FUN_006403-T1	FUN_007762-T1	FUN_005040-T1	FUN_001957-T1	FUN_007368-T1	FUN_008838-T1
OG0005900	FUN_006962-T1	FUN_001318-T1	FUN_006404-T1	FUN_007761-T1	FUN_005041-T1	FUN_001956-T1	FUN_007369-T1	FUN_008839-T1
OG0005901	FUN_006963-T1	FUN_001317-T1	FUN_006405-T1	FUN_007760-T1	FUN_005042-T1	FUN_001955-T1	FUN_007370-T1	FUN_008840-T1
OG0005902	FUN_006964-T1	FUN_001316-T1	FUN_006406-T1	FUN_007759-T1	FUN_005043-T1	FUN_005733-T1	FUN_007149-T1	FUN_008841-T1
OG0005903	FUN_006965-T1	FUN_001315-T1	FUN_006407-T1	FUN_007758-T1	FUN_005044-T1	FUN_005732-T1	FUN_007150-T1	FUN_008842-T1
OG0005904	FUN_006966-T1	FUN_001313-T1	FUN_006409-T1	FUN_007756-T1	FUN_005046-T1	FUN_005731-T1	FUN_007152-T1	FUN_008844-T1
OG0005905	FUN_006967-T1	FUN_001312-T1	FUN_006410-T1	FUN_007755-T1	FUN_005047-T1	FUN_005730-T1	FUN_007153-T1	FUN_008845-T1
OG0005906	FUN_006968-T1	FUN_001311-T1	FUN_006411-T1	FUN_007754-T1	FUN_005048-T1	FUN_005729-T1	FUN_007154-T1	FUN_008846-T1
OG0005907	FUN_006972-T1	FUN_001307-T1	FUN_006414-T1	FUN_007751-T1	FUN_005411-T1	FUN_005725-T1	FUN_009176-T1	FUN_008849-T1
OG0005908	FUN_006973-T1	FUN_001306-T1	FUN_006416-T1	FUN_007750-T1	FUN_005410-T1	FUN_005724-T1	FUN_005809-T1	FUN_008850-T1
OG0005909	FUN_006975-T1	FUN_001304-T1	FUN_006417-T1	FUN_007748-T1	FUN_005408-T1	FUN_005722-T1	FUN_005807-T1	FUN_008852-T1
OG0005910	FUN_006977-T1	FUN_001302-T1	FUN_006418-T1	FUN_007747-T1	FUN_005406-T1	FUN_005720-T1	FUN_005805-T1	FUN_008854-T1
OG0005911	FUN_006978-T1	FUN_001301-T1	FUN_006419-T1	FUN_007746-T1	FUN_005405-T1	FUN_005719-T1	FUN_005804-T1	FUN_008855-T1
OG0005912	FUN_006979-T1	FUN_001300-T1	FUN_006420-T1	FUN_007745-T1	FUN_005404-T1	FUN_005718-T1	FUN_005803-T1	FUN_008856-T1
OG0005913	FUN_006980-T1	FUN_001299-T1	FUN_006422-T1	FUN_007744-T1	FUN_005403-T1	FUN_005717-T1	FUN_005802-T1	FUN_008857-T1
OG0005914	FUN_006981-T1	FUN_001298-T1	FUN_006424-T1	FUN_007743-T1	FUN_005402-T1	FUN_005716-T1	FUN_005801-T1	FUN_008858-T1
OG0005915	FUN_006982-T1	FUN_001297-T1	FUN_006426-T1	FUN_007742-T1	FUN_005401-T1	FUN_005715-T1	FUN_005800-T1	FUN_008859-T1
OG0005916	FUN_006983-T1	FUN_001296-T1	FUN_006427-T1	FUN_007741-T1	FUN_005400-T1	FUN_009866-T1	FUN_009481-T1	FUN_008860-T1
OG0005917	FUN_006984-T1	FUN_001295-T1	FUN_006428-T1	FUN_007740-T1	FUN_008043-T1	FUN_004454-T1	FUN_002822-T1	FUN_008861-T1
OG0005918	FUN_006985-T1	FUN_001294-T1	FUN_006429-T1	FUN_007739-T1	FUN_008042-T1	FUN_004453-T1	FUN_002823-T1	FUN_008862-T1
OG0005919	FUN_006986-T1	FUN_001293-T1	FUN_006430-T1	FUN_007738-T1	FUN_008041-T1	FUN_004452-T1	FUN_002824-T1	FUN_008863-T1
OG0005920	FUN_006987-T1	FUN_001292-T1	FUN_006431-T1	FUN_007737-T1	FUN_008040-T1	FUN_004451-T1	FUN_002825-T1	FUN_008864-T1
OG0005921	FUN_006988-T1	FUN_001291-T1	FUN_006432-T1	FUN_007736-T1	FUN_008039-T1	FUN_004450-T1	FUN_002826-T1	FUN_008865-T1
OG0005922	FUN_006990-T1	FUN_001289-T1	FUN_006435-T1	FUN_007734-T1	FUN_001816-T1	FUN_004448-T1	FUN_002828-T1	FUN_008867-T1
OG0005923	FUN_006991-T1	FUN_001288-T1	FUN_006436-T1	FUN_007733-T1	FUN_001815-T1	FUN_004447-T1	FUN_002829-T1	FUN_008868-T1
OG0005924	FUN_006992-T1	FUN_001287-T1	FUN_006438-T1	FUN_007732-T1	FUN_001814-T1	FUN_004446-T1	FUN_002830-T1	FUN_008869-T1
OG0005925	FUN_006993-T1	FUN_001286-T1	FUN_006439-T1	FUN_007731-T1	FUN_001813-T1	FUN_004445-T1	FUN_002831-T1	FUN_008870-T1
OG0005926	FUN_006994-T1	FUN_001285-T1	FUN_006440-T1	FUN_007730-T1	FUN_001812-T1	FUN_004444-T1	FUN_002832-T1	FUN_008871-T1
OG0005927	FUN_006995-T1	FUN_001284-T1	FUN_006441-T1	FUN_007729-T1	FUN_001811-T1	FUN_004443-T1	FUN_002833-T1	FUN_008872-T1
OG0005928	FUN_006996-T1	FUN_001283-T1	FUN_006443-T1	FUN_007728-T1	FUN_001810-T1	FUN_004442-T1	FUN_002834-T1	FUN_008873-T1
OG0005929	FUN_006997-T1	FUN_001314-T1	FUN_006408-T1	FUN_007757-T1	FUN_005045-T1	FUN_004441-T1	FUN_007151-T1	FUN_008843-T1
OG0005930	FUN_006998-T1	FUN_001282-T1	FUN_006444-T1	FUN_007727-T1	FUN_001809-T1	FUN_004440-T1	FUN_002835-T1	FUN_008874-T1
OG0005931	FUN_006999-T1	FUN_001281-T1	FUN_006445-T1	FUN_007726-T1	FUN_001808-T1	FUN_004439-T1	FUN_002836-T1	FUN_008875-T1
OG0005932	FUN_007000-T1	FUN_001280-T1	FUN_006446-T1	FUN_007725-T1	FUN_001807-T1	FUN_004438-T1	FUN_002837-T1	FUN_008876-T1
OG0005933	FUN_007002-T1	FUN_001278-T1	FUN_006447-T1	FUN_007723-T1	FUN_001805-T1	FUN_004436-T1	FUN_008175-T1	FUN_008878-T1
OG0005934	FUN_007003-T1	FUN_001277-T1	FUN_006449-T1	FUN_007722-T1	FUN_001804-T1	FUN_004435-T1	FUN_008176-T1	FUN_008879-T1
OG0005935	FUN_007004-T1	FUN_001276-T1	FUN_006451-T1	FUN_007721-T1	FUN_001803-T1	FUN_004434-T1	FUN_008177-T1	FUN_008880-T1
OG0005936	FUN_007005-T1	FUN_008834-T1	FUN_009376-T1	FUN_007720-T1	FUN_001802-T1	FUN_008679-T1	FUN_006561-T1	FUN_008881-T1
OG0005937	FUN_007006-T1	FUN_008835-T1	FUN_009375-T1	FUN_007719-T1	FUN_001801-T1	FUN_008680-T1	FUN_006562-T1	FUN_008882-T1
OG0005938	FUN_007007-T1	FUN_008836-T1	FUN_009374-T1	FUN_007718-T1	FUN_001800-T1	FUN_008681-T1	FUN_006563-T1	FUN_008883-T1
OG0005939	FUN_007009-T1	FUN_008837-T1	FUN_009373-T1	FUN_007717-T1	FUN_001799-T1	FUN_008683-T1	FUN_006565-T1	FUN_008884-T1
OG0005940	FUN_007010-T1	FUN_009357-T1	FUN_009372-T1	FUN_007716-T1	FUN_001798-T1	FUN_008684-T1	FUN_006566-T1	FUN_008885-T1
OG0005941	FUN_007011-T1	FUN_009358-T1	FUN_009371-T1	FUN_007715-T1	FUN_001797-T1	FUN_008685-T1	FUN_006567-T1	FUN_008886-T1
OG0005942	FUN_007012-T1	FUN_008317-T1	FUN_009370-T1	FUN_007713-T1	FUN_005779-T1	FUN_007643-T1	FUN_005407-T1	FUN_008888-T1
OG0005943	FUN_007014-T1	FUN_008319-T1	FUN_009367-T1	FUN_007712-T1	FUN_005781-T1	FUN_007641-T1	FUN_005409-T1	FUN_008890-T1
OG0005944	FUN_007015-T1	FUN_008320-T1	FUN_009366-T1	FUN_007711-T1	FUN_005782-T1	FUN_007640-T1	FUN_005410-T1	FUN_008891-T1
OG0005945	FUN_007016-T1	FUN_008321-T1	FUN_009365-T1	FUN_007710-T1	FUN_005783-T1	FUN_007639-T1	FUN_005411-T1	FUN_008892-T1
OG0005946	FUN_007018-T1	FUN_008322-T1	FUN_009363-T1	FUN_007708-T1	FUN_005785-T1	FUN_007637-T1	FUN_005413-T1	FUN_008894-T1
OG0005947	FUN_007019-T1	FUN_008323-T1	FUN_009362-T1	FUN_007707-T1	FUN_005786-T1	FUN_007636-T1	FUN_005414-T1	FUN_008895-T1
OG0005948	FUN_007021-T1	FUN_009353-T1	FUN_009635-T1	FUN_009509-T1	FUN_009140-T1	FUN_009445-T1	FUN_008861-T1	FUN_008896-T1
OG0005949	FUN_007023-T1	FUN_009133-T1	FUN_009378-T1	FUN_009433-T1	FUN_008231-T1	FUN_009086-T1	FUN_007932-T1	FUN_008898-T1
OG0005950	FUN_007024-T1	FUN_009267-T1	FUN_009379-T1	FUN_009434-T1	FUN_009008-T1	FUN_008795-T1	FUN_007931-T1	FUN_008899-T1
OG0005951	FUN_007026-T1	FUN_009309-T1	FUN_009380-T1	FUN_009301-T1	FUN_008302-T1	FUN_008798-T1	FUN_008805-T1	FUN_008900-T1
OG0005952	FUN_007027-T1	FUN_009310-T1	FUN_009381-T1	FUN_009302-T1	FUN_008301-T1	FUN_008799-T1	FUN_008804-T1	FUN_008901-T1
OG0005953	FUN_007028-T1	FUN_008065-T1	FUN_009382-T1	FUN_009303-T1	FUN_007505-T1	FUN_009504-T1	FUN_008761-T1	FUN_008902-T1
OG0005954	FUN_007029-T1	FUN_008064-T1	FUN_009383-T1	FUN_009304-T1	FUN_007506-T1	FUN_009503-T1	FUN_008762-T1	FUN_008903-T1
OG0005955	FUN_007030-T1	FUN_008063-T1	FUN_009385-T1	FUN_009305-T1	FUN_007507-T1	FUN_007476-T1	FUN_005898-T1	FUN_008904-T1
OG0005956	FUN_007031-T1	FUN_008062-T1	FUN_009386-T1	FUN_009306-T1	FUN_007508-T1	FUN_007475-T1	FUN_005899-T1	FUN_008905-T1
OG0005957	FUN_007036-T1	FUN_008059-T1	FUN_009390-T1	FUN_009309-T1	FUN_007854-T1	FUN_007471-T1	FUN_005903-T1	FUN_008910-T1
OG0005958	FUN_007037-T1	FUN_009348-T1	FUN_009463-T1	FUN_009346-T1	FUN_009210-T1	FUN_009412-T1	FUN_009232-T1	FUN_008911-T1
OG0005959	FUN_007045-T1	FUN_008228-T1	FUN_005990-T1	FUN_004487-T1	FUN_005114-T1	FUN_006149-T1	FUN_005113-T1	FUN_003141-T1
OG0005960	FUN_007047-T1	FUN_008227-T1	FUN_005988-T1	FUN_004489-T1	FUN_005112-T1	FUN_006147-T1	FUN_005111-T1	FUN_003143-T1
OG0005961	FUN_007048-T1	FUN_008226-T1	FUN_005987-T1	FUN_004490-T1	FUN_005111-T1	FUN_006146-T1	FUN_005110-T1	FUN_003144-T1
OG0005962	FUN_007049-T1	FUN_008225-T1	FUN_005986-T1	FUN_004491-T1	FUN_005108-T1	FUN_006144-T1	FUN_005109-T1	FUN_003145-T1
OG0005963	FUN_007052-T1	FUN_008222-T1	FUN_005983-T1	FUN_004494-T1	FUN_005105-T1	FUN_006141-T1	FUN_005106-T1	FUN_003148-T1
OG0005964	FUN_007053-T1	FUN_008221-T1	FUN_005982-T1	FUN_004495-T1	FUN_005104-T1	FUN_006140-T1	FUN_005105-T1	FUN_003149-T1
OG0005965	FUN_007054-T1	FUN_009376-T1	FUN_005981-T1	FUN_004496-T1	FUN_005103-T1	FUN_006138-T1	FUN_009218-T1	FUN_003150-T1
OG0005966	FUN_007055-T1	FUN_007398-T1	FUN_005978-T1	FUN_004501-T1	FUN_003768-T1	FUN_004414-T1	FUN_002930-T1	FUN_003153-T1
OG0005967	FUN_007057-T1	FUN_007397-T1	FUN_005977-T1	FUN_004502-T1	FUN_003769-T1	FUN_004416-T1	FUN_002931-T1	FUN_003154-T1
OG0005968	FUN_007058-T1	FUN_007396-T1	FUN_005976-T1	FUN_004503-T1	FUN_003770-T1	FUN_004417-T1	FUN_002932-T1	FUN_003155-T1
OG0005969	FUN_007059-T1	FUN_007395-T1	FUN_005975-T1	FUN_004504-T1	FUN_003771-T1	FUN_004419-T1	FUN_002933-T1	FUN_003156-T1
OG0005970	FUN_007060-T1	FUN_007394-T1	FUN_005974-T1	FUN_004505-T1	FUN_003772-T1	FUN_004420-T1	FUN_002934-T1	FUN_003157-T1
